date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-11-20,127,1329,928,1835,5497,1723,848,126,170,3439,2139,77,1447,389,6111,3077,1048,1544,972,904,1207,90,3887,1784,2734,965,506,1571,395,983,108,2505,808,1283,2348,3936,1428,458,3162,288,808,574,2260,8164,554,1510,22,715,2076,402,219
2020-11-19,139,1315,891,1796,5319,1593,840,127,165,3380,2142,77,1516,389,6037,3063,1039,1550,929,917,1192,88,3824,1751,2588,926,482,1538,387,961,98,2471,774,1288,2276,3829,1381,497,2952,298,815,578,2236,7982,553,1569,18,651,2104,415,209
2020-11-18,147,1303,893,1700,5078,1593,816,127,153,3352,2091,82,1527,376,5953,3040,1039,1553,886,885,1144,85,3792,1706,2453,948,463,1537,384,978,91,2446,776,1246,2202,3716,1434,484,2904,284,830,593,2209,7958,564,1469,18,631,2217,429,210
2020-11-17,136,1289,902,1624,4885,1543,777,112,153,3369,2102,83,1510,376,5887,2951,551,1521,874,835,1046,73,3752,1669,2454,868,456,1501,399,938,77,2320,754,1159,2124,3648,1381,445,2737,265,800,582,2138,7841,537,1392,17,586,2278,400,204
2020-11-16,143,1262,861,1557,4559,1424,757,101,141,3243,2070,78,1392,395,5581,2768,551,1442,818,781,985,69,3580,1558,2525,807,453,1424,400,914,74,2115,738,1157,1968,3387,1247,413,2575,256,769,560,1999,7468,519,1337,20,572,2278,383,191
2020-11-15,141,1195,830,1506,4454,1417,659,104,81,3118,1978,78,1279,395,5474,2628,811,1378,753,737,938,67,3241,1424,2462,756,435,1395,400,889,69,2004,506,1025,1845,3175,1247,356,2440,256,752,553,1972,7274,502,1284,20,569,2097,365,189
2020-11-14,125,1120,799,1470,4212,1325,659,113,132,3151,2050,63,1261,395,5415,2634,811,1378,692,705,921,67,3241,1424,2447,778,435,1425,425,918,68,2000,480,1025,1788,3104,1247,356,2374,258,781,549,2083,7151,507,1312,21,608,2034,344,202
2020-11-13,113,1177,826,1381,4138,1315,659,115,130,3129,2037,69,1227,395,5362,2548,811,1358,692,687,914,66,3241,1424,2328,767,492,1423,421,905,69,1909,455,985,1737,2981,1279,356,2314,250,775,556,2019,7083,492,1296,24,550,2045,339,195
2020-11-12,113,1233,805,1368,4002,1322,617,109,126,3062,2045,73,1208,361,5258,2569,810,1311,676,661,863,62,3209,1329,2248,774,499,1279,399,885,69,1827,471,941,1677,3024,1248,342,2196,232,810,551,1973,6925,484,1313,22,495,2077,306,192
2020-11-11,117,1210,801,1360,3987,1304,584,112,126,3056,2002,77,1190,288,5042,2544,810,1189,684,659,805,49,3093,1299,2157,756,500,1246,411,860,69,1801,481,950,1628,2880,1248,345,2080,220,780,543,1904,6779,466,1265,18,495,2102,277,178
2020-11-10,120,1206,809,1289,3799,1270,548,109,127,3034,1938,72,1135,288,4742,2336,500,1189,684,618,761,49,2959,1224,2055,737,487,1230,383,820,64,1645,425,898,1548,2747,1102,337,1938,218,784,607,1815,6170,453,1174,15,458,2070,280,178
2020-11-09,119,1174,786,1232,3668,1174,496,104,119,2902,1916,75,1034,320,4409,2174,500,1133,652,588,707,49,2815,1084,2016,718,470,1169,383,794,56,1537,423,891,1444,2533,1045,318,1827,212,746,566,1705,6103,460,1127,11,433,2003,290,172
2020-11-08,119,1060,633,1185,3554,1134,402,77,116,2779,1846,75,992,320,4303,2070,693,1153,622,568,655,48,2425,1038,1965,716,458,1147,408,760,55,1439,437,826,1396,2286,1045,266,1735,212,718,546,1656,6080,437,1090,6,404,1860,288,148
2020-11-07,105,1015,633,1139,3456,1087,402,77,115,2672,1859,69,901,320,4250,2036,693,1153,644,535,632,42,2425,1038,1926,710,446,1196,374,748,49,1392,441,826,1381,2188,1045,266,1687,210,740,515,1687,6068,420,1062,4,398,1806,287,147
2020-11-06,106,1022,633,1082,3489,1041,402,79,114,2564,1848,68,912,296,4090,2001,693,1153,644,513,609,37,2425,1038,1834,695,437,1161,375,720,48,1336,402,770,1321,2170,1025,266,1597,187,767,493,1631,6070,414,1057,4,394,1787,280,147
2020-11-05,104,994,633,1100,3462,1016,380,83,113,2523,1780,57,839,296,3891,1948,567,1102,636,498,588,38,2280,931,1774,640,414,1193,366,698,44,1224,400,740,1277,2075,1055,322,1599,182,755,475,1701,5954,409,1064,7,386,1774,281,134
2020-11-04,95,1017,627,1065,3410,970,374,92,114,2489,1782,57,777,155,3761,1897,567,1066,623,502,595,36,2215,908,1632,689,407,1186,352,673,42,1213,393,696,1253,1982,1026,237,1531,169,783,483,1716,5872,401,1041,8,400,1747,269,138
2020-11-03,97,1022,652,956,3270,925,340,93,107,2486,1761,65,730,155,3594,1867,373,1037,619,485,562,31,2059,852,1631,672,389,1175,335,642,41,1133,401,695,1227,1960,974,237,1417,177,737,480,1609,5936,382,1026,3,385,1714,271,124
2020-11-02,97,967,672,918,3241,858,340,93,111,2474,1751,58,718,263,3371,1759,373,988,596,469,529,29,1966,774,1659,657,386,1146,274,613,41,1109,382,678,1151,1822,852,234,1352,170,749,402,1467,5770,366,1031,4,384,1648,254,132
2020-11-01,98,967,639,875,3193,788,329,101,102,2370,1720,58,718,263,3294,1732,512,964,598,613,523,17,1728,738,1649,673,376,1122,278,612,38,1104,365,585,1125,1687,852,211,1267,170,773,421,1437,5691,355,1012,4,386,1512,240,117
2020-10-31,94,960,652,889,3212,788,329,107,89,2297,1725,59,630,263,3228,1740,512,964,612,623,520,17,1728,738,1574,673,369,1184,309,584,42,1090,354,585,1121,1666,852,211,1259,153,789,415,1589,5696,335,1026,4,366,1502,236,120
2020-10-30,90,1013,649,900,3148,781,329,102,101,2356,1701,62,606,286,3092,1662,512,974,612,571,513,17,1728,738,1530,712,357,1196,294,528,30,1058,334,594,1085,1629,865,211,1253,152,777,403,1388,5627,338,1065,4,315,1546,240,120
2020-10-29,89,1013,647,874,3083,742,321,102,99,2347,1777,61,605,286,3030,1733,432,969,612,561,502,15,1332,867,1490,699,373,1181,287,483,30,1072,323,594,1085,1536,874,235,1229,139,800,413,1529,5587,338,1082,6,332,1453,238,109
2020-10-28,80,1013,644,871,2998,721,309,101,92,2340,1779,61,596,272,2861,1679,432,927,613,582,501,16,1332,680,1446,666,374,1193,284,436,29,1010,313,565,1085,1536,885,206,1187,136,810,412,1384,5650,316,1068,8,336,1439,226,104
2020-10-27,81,1001,660,861,3000,648,292,106,93,2316,1823,64,564,272,2758,1687,362,913,600,567,471,12,1332,658,1407,678,350,1214,283,427,31,957,307,568,1083,1456,907,215,1170,168,746,395,1374,5512,309,1081,4,317,1385,221,105
2020-10-26,50,967,634,837,2991,591,270,98,108,2258,1740,64,561,272,2638,1634,362,858,609,550,456,13,1332,614,1399,679,360,1193,256,435,25,948,289,531,1059,1406,924,214,1138,163,737,377,1228,5278,311,1048,11,308,1350,215,102
2020-10-25,58,922,618,828,2969,586,233,95,103,2219,1668,64,541,259,2605,1666,403,840,596,538,446,8,1182,584,1404,683,357,1148,272,436,23,868,287,493,1015,1338,924,197,1104,163,725,366,1094,5206,313,979,3,308,1293,214,95
